,School Year,Grade Level,Count of Students
432.0,20042005,K,8
432.0,20042005,1,19
432.0,20042005,2,12
432.0,20042005,3,19
432.0,20042005,4,14
432.0,20042005,5,15
432.0,20052006,K,19
432.0,20052006,1,5
432.0,20052006,2,17
432.0,20052006,3,14
432.0,20052006,4,14
432.0,20032004,4,16
432.0,20012002,1,9
434.0,20022003,1,1
436.0,20012002,2,1
462.01,20012002,2,2
462.01,20012002,4,1
462.01,20012002,K,4
462.01,20012002,1,2
462.01,20012002,5,1
462.01,20042005,4,2
462.01,20022003,1,4
462.01,20102011,4,2
462.01,20102011,3,1
462.01,20102011,2,3
462.01,20102011,1,1
462.01,20102011,K,3
462.01,20092010,3,1
462.01,20092010,2,1
462.01,20092010,1,2
462.01,20082009,5,1
462.01,20082009,4,1
462.01,20082009,1,2
462.01,20082009,K,1
462.01,20072008,2,1
462.01,20072008,K,2
462.01,20062007,1,1
462.01,20062007,2,1
462.01,20052006,1,1
462.01,20022003,2,2
462.01,20022003,3,2
462.01,20022003,5,2
462.01,20032004,K,1
462.01,20032004,1,1
462.01,20052006,5,1
462.01,20032004,3,2
462.01,20032004,2,2
462.01,20042005,K,1
462.01,20042005,1,1
462.01,20042005,2,1
462.01,20042005,3,1
462.01,20042005,5,1
462.01,20052006,K,2
462.01,20032004,4,2
462.01,20022003,K,1
464.0,20082009,K,1
464.0,20102011,2,1
464.0,20092010,1,1
464.0,20082009,5,1
464.0,20072008,4,1
464.0,20022003,4,1
464.0,20012002,3,1
464.0,20062007,3,1
464.0,20012002,5,1
468.0,20102011,1,1
468.0,20062007,1,1
468.0,20062007,2,3
468.0,20072008,1,1
468.0,20072008,2,2
468.0,20072008,3,2
468.0,20082009,K,1
468.0,20082009,2,1
468.0,20062007,K,1
468.0,20092010,K,1
468.0,20092010,1,1
468.0,20092010,3,1
468.0,20092010,4,1
468.0,20102011,K,2
468.0,20082009,3,1
468.0,20082009,4,2
468.0,20052006,1,2
468.0,20052006,K,1
468.0,20102011,5,1
468.0,20012002,3,1
468.0,20012002,4,1
468.0,20012002,5,2
468.0,20022003,K,1
468.0,20022003,3,1
468.0,20022003,4,2
468.0,20022003,5,1
468.0,20032004,K,1
468.0,20032004,1,2
468.0,20032004,4,1
468.0,20032004,5,2
468.0,20042005,K,2
468.0,20042005,2,2
468.0,20042005,5,1
468.0,20052006,3,1
468.0,20102011,4,1
470.0,20032004,K,1
470.0,20102011,K,4
470.0,20062007,4,1
470.0,20062007,5,1
470.0,20072008,K,1
470.0,20072008,1,1
470.0,20072008,2,1
470.0,20072008,4,1
470.0,20072008,5,2
470.0,20082009,1,1
470.0,20082009,2,2
470.0,20082009,3,1
470.0,20082009,5,1
470.0,20092010,K,2
470.0,20092010,1,1
470.0,20092010,2,1
470.0,20092010,4,1
470.0,20102011,1,2
470.0,20102011,2,1
470.0,20102011,3,1
470.0,20102011,5,2
470.0,20062007,2,2
470.0,20062007,1,2
470.0,20062007,3,1
470.0,20052006,4,2
470.0,20012002,K,1
470.0,20012002,1,2
470.0,20012002,2,3
470.0,20012002,3,3
470.0,20012002,5,2
470.0,20022003,1,1
470.0,20022003,2,2
470.0,20062007,K,1
470.0,20022003,4,3
470.0,20032004,2,1
470.0,20022003,3,2
470.0,20032004,5,1
470.0,20052006,3,1
470.0,20032004,4,2
470.0,20052006,K,1
470.0,20042005,5,3
470.0,20052006,1,1
470.0,20042005,3,2
470.0,20042005,1,1
470.0,20042005,K,1
470.0,20042005,4,1
472.0,20092010,2,1
472.0,20022003,5,1
472.0,20052006,K,1
472.0,20042005,5,2
472.0,20042005,2,1
472.0,20032004,4,2
472.0,20022003,4,1
472.0,20032004,1,1
472.0,20022003,K,2
472.0,20022003,3,2
472.0,20012002,5,1
472.0,20012002,4,1
472.0,20012002,3,1
472.0,20012002,2,2
474.0,20072008,5,2
474.0,20072008,4,2
474.0,20072008,3,1
474.0,20072008,2,3
474.0,20062007,4,2
474.0,20082009,K,1
474.0,20062007,3,4
474.0,20062007,2,1
474.0,20062007,1,2
474.0,20072008,K,2
474.0,20082009,1,2
474.0,20082009,5,1
474.0,20082009,4,1
474.0,20092010,K,1
474.0,20092010,1,2
474.0,20092010,2,3
474.0,20092010,4,2
474.0,20092010,5,2
474.0,20102011,K,4
474.0,20102011,1,1
474.0,20062007,K,2
474.0,20102011,2,4
474.0,20082009,3,2
474.0,20052006,5,1
474.0,20102011,4,1
474.0,20052006,2,5
474.0,20102011,3,1
474.0,20012002,K,1
474.0,20012002,1,2
474.0,20012002,2,3
474.0,20012002,3,6
474.0,20012002,4,3
474.0,20012002,5,5
474.0,20022003,1,1
474.0,20022003,2,2
474.0,20022003,3,2
474.0,20052006,3,2
474.0,20022003,4,4
474.0,20032004,K,2
474.0,20032004,1,1
474.0,20032004,2,1
474.0,20032004,4,2
474.0,20032004,5,3
474.0,20042005,K,4
474.0,20042005,1,5
474.0,20042005,2,1
474.0,20042005,5,3
474.0,20052006,1,3
474.0,20022003,5,4
476.0,20012002,K,4
476.0,20102011,2,8
476.0,20012002,1,5
476.0,20052006,4,3
476.0,20052006,5,1
476.0,20062007,K,3
476.0,20062007,1,1
476.0,20062007,2,2
476.0,20062007,3,2
476.0,20062007,4,2
476.0,20062007,5,2
476.0,20072008,K,5
476.0,20072008,1,2
476.0,20052006,3,3
476.0,20072008,4,2
476.0,20082009,2,2
476.0,20082009,5,1
476.0,20092010,K,5
476.0,20092010,1,10
476.0,20092010,2,1
476.0,20092010,3,1
476.0,20102011,K,6
476.0,20102011,1,6
476.0,20102011,3,2
476.0,20102011,4,2
476.0,20082009,K,11
476.0,20052006,2,3
476.0,20082009,1,3
476.0,20052006,K,2
476.0,20052006,1,3
476.0,20012002,2,7
476.0,20012002,3,4
476.0,20012002,4,3
476.0,20012002,5,2
476.0,20022003,K,6
476.0,20022003,2,4
476.0,20022003,3,8
476.0,20022003,4,4
476.0,20022003,5,4
476.0,20032004,K,3
476.0,20022003,1,6
476.0,20042005,2,3
476.0,20032004,2,6
476.0,20032004,3,1
476.0,20032004,4,6
476.0,20032004,5,2
476.0,20042005,K,2
476.0,20042005,1,3
476.0,20042005,5,5
476.0,20042005,3,4
476.0,20042005,4,2
476.0,20032004,1,6
478.0,20072008,3,7
478.0,20062007,1,11
478.0,20072008,2,10
478.0,20072008,5,12
478.0,20072008,4,10
478.0,20072008,1,11
478.0,20062007,2,8
478.0,20062007,5,6
478.0,20062007,4,16
478.0,20062007,3,11
478.0,20082009,K,12
478.0,20072008,K,21
478.0,20082009,1,20
478.0,20102011,1,16
478.0,20082009,3,6
478.0,20082009,4,8
478.0,20082009,5,8
478.0,20092010,K,16
478.0,20092010,1,16
478.0,20092010,2,24
478.0,20092010,3,11
478.0,20092010,4,8
478.0,20092010,5,8
478.0,20102011,K,18
478.0,20102011,2,17
478.0,20102011,3,19
478.0,20062007,K,15
478.0,20082009,2,12
478.0,20052006,5,13
478.0,20012002,4,17
478.0,20052006,3,19
478.0,20012002,K,17
478.0,20012002,1,27
478.0,20012002,2,29
478.0,20012002,3,30
478.0,20102011,5,5
478.0,20012002,5,28
478.0,20022003,K,13
478.0,20022003,1,13
478.0,20022003,2,20
478.0,20022003,3,27
478.0,20022003,4,23
478.0,20022003,5,15
478.0,20032004,K,16
478.0,20032004,1,16
478.0,20032004,2,11
478.0,20032004,3,19
478.0,20032004,4,24
478.0,20032004,5,24
478.0,20042005,K,12
478.0,20042005,1,13
478.0,20042005,2,19
478.0,20042005,3,10
478.0,20042005,4,13
478.0,20042005,5,25
478.0,20052006,K,10
478.0,20052006,1,13
478.0,20052006,2,14
478.0,20052006,4,10
478.0,20102011,4,13
480.0,20022003,K,9
480.0,20082009,1,8
480.0,20062007,1,2
480.0,20062007,2,8
480.0,20062007,3,1
480.0,20062007,4,4
480.0,20072008,K,10
480.0,20072008,1,6
480.0,20072008,2,2
480.0,20072008,3,5
480.0,20072008,4,1
480.0,20072008,5,4
480.0,20082009,K,6
480.0,20082009,2,6
480.0,20062007,K,6
480.0,20082009,3,2
480.0,20082009,5,3
480.0,20092010,K,4
480.0,20092010,1,7
480.0,20092010,2,5
480.0,20092010,3,5
480.0,20092010,4,2
480.0,20092010,5,3
480.0,20102011,K,10
480.0,20102011,1,6
480.0,20102011,2,9
480.0,20102011,3,5
480.0,20102011,4,8
480.0,20082009,4,3
480.0,20052006,5,3
480.0,20062007,5,6
480.0,20052006,3,4
480.0,20012002,K,11
480.0,20012002,1,7
480.0,20012002,2,8
480.0,20012002,3,11
480.0,20012002,4,9
480.0,20012002,5,11
480.0,20022003,1,10
480.0,20022003,2,6
480.0,20052006,4,7
480.0,20022003,4,9
480.0,20022003,5,7
480.0,20032004,K,5
480.0,20032004,1,5
480.0,20032004,2,11
480.0,20022003,3,10
480.0,20052006,2,4
480.0,20032004,4,13
480.0,20032004,5,11
480.0,20042005,K,6
480.0,20042005,1,1
480.0,20042005,2,4
480.0,20042005,3,7
480.0,20042005,4,3
480.0,20042005,5,11
480.0,20052006,K,3
480.0,20052006,1,8
480.0,20032004,3,5
484.0,20072008,4,27
484.0,20072008,5,30
484.0,20082009,1,26
484.0,20072008,3,28
484.0,20082009,K,32
484.0,20072008,2,20
484.0,20062007,2,28
484.0,20072008,K,26
484.0,20062007,5,23
484.0,20062007,4,29
484.0,20062007,3,32
484.0,20082009,2,20
484.0,20072008,1,22
484.0,20082009,3,20
484.0,20082009,4,25
484.0,20092010,K,33
484.0,20092010,1,47
484.0,20092010,2,29
484.0,20092010,3,28
484.0,20092010,4,20
484.0,20092010,5,27
484.0,20102011,K,32
484.0,20102011,1,38
484.0,20102011,2,51
484.0,20102011,3,29
484.0,20102011,4,29
484.0,20102011,5,25
484.0,20062007,1,22
484.0,20082009,5,29
484.0,20062007,K,21
484.0,20032004,2,29
484.0,20052006,4,25
484.0,20052006,5,24
484.0,20012002,1,32
484.0,20012002,2,28
484.0,20012002,3,28
484.0,20012002,4,31
484.0,20012002,5,34
484.0,20022003,K,29
484.0,20022003,1,33
484.0,20022003,2,29
484.0,20022003,3,32
484.0,20022003,4,22
484.0,20022003,5,29
484.0,20032004,K,25
484.0,20032004,1,24
484.0,20012002,K,34
484.0,20052006,3,27
484.0,20052006,2,31
484.0,20052006,1,26
484.0,20052006,K,26
484.0,20042005,4,23
484.0,20042005,3,35
484.0,20042005,5,26
484.0,20042005,1,30
484.0,20042005,K,29
484.0,20032004,5,20
484.0,20032004,4,26
484.0,20032004,3,26
484.0,20042005,2,27
486.0,20072008,3,29
486.0,20082009,1,27
486.0,20082009,K,31
486.0,20072008,5,20
486.0,20072008,4,29
486.0,20072008,2,33
486.0,20012002,5,38
486.0,20072008,K,22
486.0,20062007,5,25
486.0,20062007,4,25
486.0,20062007,3,29
486.0,20082009,2,32
486.0,20072008,1,23
486.0,20082009,3,36
486.0,20092010,4,40
486.0,20082009,5,29
486.0,20092010,K,30
486.0,20092010,1,34
486.0,20092010,2,36
486.0,20092010,3,33
486.0,20022003,1,38
486.0,20092010,5,39
486.0,20102011,K,34
486.0,20102011,1,35
486.0,20102011,2,39
486.0,20102011,3,37
486.0,20102011,4,36
486.0,20102011,5,36
486.0,20082009,4,32
486.0,20062007,2,30
486.0,20022003,K,23
486.0,20062007,K,24
486.0,20062007,1,35
486.0,20012002,K,45
486.0,20012002,1,48
486.0,20012002,2,40
486.0,20012002,3,28
486.0,20012002,4,39
486.0,20022003,2,47
486.0,20022003,4,29
486.0,20022003,5,41
486.0,20032004,K,31
486.0,20032004,1,23
486.0,20032004,2,41
486.0,20032004,3,45
486.0,20022003,3,42
486.0,20032004,5,29
486.0,20052006,5,37
486.0,20032004,4,31
486.0,20052006,4,29
486.0,20052006,3,24
486.0,20052006,2,29
486.0,20052006,K,31
486.0,20052006,1,33
486.0,20042005,4,42
486.0,20042005,3,39
486.0,20042005,2,22
486.0,20042005,1,33
486.0,20042005,K,28
486.0,20042005,5,31
488.0,20042005,1,29
488.0,20042005,5,27
488.0,20042005,2,28
488.0,20042005,3,30
488.0,20042005,4,31
488.0,20052006,K,21
488.0,20062007,K,26
488.0,20052006,2,33
488.0,20052006,3,32
488.0,20062007,2,25
488.0,20052006,5,31
488.0,20062007,1,22
488.0,20042005,K,21
488.0,20052006,1,20
488.0,20032004,5,38
488.0,20012002,2,35
488.0,20032004,3,30
488.0,20012002,K,33
488.0,20012002,1,41
488.0,20012002,3,44
488.0,20012002,4,42
488.0,20012002,5,47
488.0,20022003,K,31
488.0,20032004,4,30
488.0,20022003,1,36
488.0,20022003,3,32
488.0,20022003,4,43
488.0,20022003,5,42
488.0,20032004,K,32
488.0,20032004,1,30
488.0,20032004,2,33
488.0,20022003,2,38
488.0,20062007,3,29
488.0,20052006,4,33
488.0,20062007,5,37
488.0,20062007,4,28
488.0,20102011,5,22
488.0,20102011,4,38
488.0,20102011,3,40
488.0,20102011,2,31
488.0,20102011,K,39
488.0,20092010,5,27
488.0,20092010,4,21
488.0,20092010,3,35
488.0,20092010,2,37
488.0,20092010,1,33
488.0,20092010,K,30
488.0,20102011,1,33
488.0,20082009,4,22
488.0,20082009,5,22
488.0,20072008,1,23
488.0,20072008,3,21
488.0,20072008,4,23
488.0,20072008,K,29
488.0,20072008,2,21
488.0,20082009,K,27
488.0,20082009,1,30
488.0,20082009,2,22
488.0,20082009,3,20
488.0,20072008,5,31
489.0,20072008,2,1
489.0,20082009,2,1
490.0,20072008,4,43
490.0,20082009,1,39
490.0,20082009,K,38
490.0,20072008,5,29
490.0,20072008,3,47
490.0,20062007,2,48
490.0,20072008,1,32
490.0,20072008,K,33
490.0,20062007,5,45
490.0,20062007,3,44
490.0,20082009,2,31
490.0,20072008,2,40
490.0,20082009,3,39
490.0,20102011,4,42
490.0,20082009,5,41
490.0,20092010,K,39
490.0,20092010,1,52
490.0,20092010,2,41
490.0,20092010,3,35
490.0,20092010,4,43
490.0,20092010,5,52
490.0,20102011,K,39
490.0,20102011,1,44
490.0,20102011,2,53
490.0,20102011,3,44
490.0,20062007,1,38
490.0,20102011,5,44
490.0,20082009,4,46
490.0,20062007,K,31
490.0,20032004,4,40
490.0,20052006,4,40
490.0,20012002,K,49
490.0,20012002,1,46
490.0,20012002,2,45
490.0,20012002,3,48
490.0,20012002,4,53
490.0,20012002,5,51
490.0,20022003,K,49
490.0,20022003,1,48
490.0,20022003,2,50
490.0,20022003,3,47
490.0,20022003,4,40
490.0,20022003,5,50
490.0,20032004,K,39
490.0,20032004,1,47
490.0,20032004,2,50
490.0,20032004,3,52
490.0,20032004,5,37
490.0,20042005,K,39
490.0,20042005,1,48
490.0,20042005,2,46
490.0,20042005,3,46
490.0,20042005,4,49
490.0,20042005,5,42
490.0,20052006,K,35
490.0,20052006,1,54
490.0,20052006,2,51
490.0,20052006,3,38
490.0,20052006,5,41
490.0,20062007,4,31
492.0,20072008,K,15
492.0,20012002,K,10
492.0,20062007,2,14
492.0,20062007,3,16
492.0,20062007,4,12
492.0,20072008,1,7
492.0,20072008,2,20
492.0,20072008,3,12
492.0,20072008,4,18
492.0,20082009,K,21
492.0,20082009,1,16
492.0,20082009,2,10
492.0,20082009,3,18
492.0,20082009,4,12
492.0,20062007,1,19
492.0,20082009,5,17
492.0,20092010,1,22
492.0,20092010,2,16
492.0,20092010,3,13
492.0,20092010,4,16
492.0,20092010,5,15
492.0,20102011,K,17
492.0,20102011,1,10
492.0,20102011,2,22
492.0,20102011,3,13
492.0,20102011,4,13
492.0,20102011,5,16
492.0,20062007,5,21
492.0,20092010,K,10
492.0,20062007,K,11
492.0,20072008,5,17
492.0,20052006,4,15
492.0,20012002,1,12
492.0,20012002,2,5
492.0,20012002,3,17
492.0,20012002,4,12
492.0,20052006,5,10
492.0,20022003,K,12
492.0,20022003,1,20
492.0,20022003,2,14
492.0,20022003,3,9
492.0,20022003,4,18
492.0,20022003,5,18
492.0,20032004,K,20
492.0,20032004,1,12
492.0,20032004,2,22
492.0,20012002,5,10
492.0,20032004,4,11
492.0,20032004,3,11
492.0,20052006,2,19
492.0,20052006,3,11
492.0,20052006,K,19
492.0,20042005,5,12
492.0,20042005,4,13
492.0,20052006,1,12
492.0,20042005,2,12
492.0,20042005,1,19
492.0,20042005,K,8
492.0,20032004,5,15
492.0,20042005,3,24
494.0,20042005,K,19
494.0,20032004,5,25
494.0,20032004,4,25
494.0,20032004,3,27
494.0,20032004,2,27
494.0,20032004,1,20
494.0,20032004,K,20
494.0,20022003,5,36
494.0,20022003,4,25
494.0,20012002,4,38
494.0,20022003,2,29
494.0,20022003,1,25
494.0,20022003,K,24
494.0,20012002,5,33
494.0,20012002,3,24
494.0,20012002,2,23
494.0,20012002,1,31
494.0,20012002,K,23
494.0,20042005,1,17
494.0,20022003,3,22
494.0,20042005,2,22
494.0,20062007,4,22
494.0,20042005,4,23
494.0,20082009,2,24
494.0,20082009,3,24
494.0,20082009,4,19
494.0,20082009,5,14
494.0,20092010,K,22
494.0,20042005,3,28
494.0,20092010,2,20
494.0,20082009,1,17
494.0,20092010,3,28
494.0,20092010,5,21
494.0,20102011,K,30
494.0,20102011,1,25
494.0,20102011,2,26
494.0,20102011,3,19
494.0,20102011,4,30
494.0,20102011,5,21
494.0,20092010,4,21
494.0,20082009,K,18
494.0,20092010,1,26
494.0,20072008,4,14
494.0,20042005,5,29
494.0,20072008,5,25
494.0,20052006,K,22
494.0,20052006,1,20
494.0,20052006,2,15
494.0,20052006,4,23
494.0,20052006,5,24
494.0,20062007,K,20
494.0,20052006,3,24
494.0,20062007,2,21
494.0,20062007,3,17
494.0,20062007,5,30
494.0,20072008,K,15
494.0,20072008,1,22
494.0,20072008,2,24
494.0,20072008,3,22
494.0,20062007,1,23
508.04,20012002,4,1
516.01,20012002,4,1
516.01,20032004,5,1
516.01,20032004,K,1
516.01,20022003,5,1
516.01,20022003,4,1
516.01,20012002,5,1
610.02,20032004,5,1
696.02,20062007,4,1
696.02,20072008,5,1
726.0,20022003,5,1
902.0,20062007,K,1
906.0,20082009,2,1
906.0,20072008,1,1
1144.0,20062007,1,1
